query_label,max_peak,mean_peak,min_peak,predictions_count,ground_truth_count,true_positives,false_positives,false_negatives,precision,recall,f1,path,parent_name,grandparent_name,grandparent_path,English,Flipped,samples_per_gloss,windowsize_ms,step_ms,cbt,prominence,heightmult,gloss_label_count
ENEMY,90.00057678222656,89.65954971313477,89.31852264404297,2,2,0,2,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/ENEMY/all_scores_ENEMY_peaks_eval_stats_filtered.csv,ENEMY,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
TOTAL,90.00057678222656,89.65954971313477,89.31852264404297,2,2,0,2,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/ENEMY/all_scores_ENEMY_peaks_eval_stats_filtered.csv,ENEMY,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
GOD,88.75176391601562,87.0190559387207,85.28634796142578,2,0,0,2,0,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/GOD/all_scores_GOD_peaks_eval_stats_filtered.csv,GOD,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
TOTAL,88.75176391601562,87.0190559387207,85.28634796142578,2,0,0,2,0,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/GOD/all_scores_GOD_peaks_eval_stats_filtered.csv,GOD,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
BRING,90.47689361572266,88.82266616821289,87.16843872070312,2,2,0,2,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BRING/all_scores_BRING_peaks_eval_stats_filtered.csv,BRING,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
TOTAL,90.47689361572266,88.82266616821289,87.16843872070312,2,2,0,2,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BRING/all_scores_BRING_peaks_eval_stats_filtered.csv,BRING,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
MAN,93.70851593017578,89.41673736572265,85.12495880126953,2,11,2,0,9,1.0,0.1818,0.3077,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/MAN/all_scores_MAN_peaks_eval_stats_filtered.csv,MAN,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
TOTAL,93.70851593017578,89.41673736572265,85.12495880126953,2,11,2,0,9,1.0,0.1818,0.3077,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/MAN/all_scores_MAN_peaks_eval_stats_filtered.csv,MAN,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
COME,87.27635345458984,87.27635345458984,87.27635345458984,1,20,0,1,20,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/COME/all_scores_COME_peaks_eval_stats_filtered.csv,COME,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
TOTAL,87.27635345458984,87.27635345458984,87.27635345458984,1,20,0,1,20,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/COME/all_scores_COME_peaks_eval_stats_filtered.csv,COME,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
TENT,88.43318481445313,88.43318481445313,88.43318481445313,1,5,0,1,5,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/TENT/all_scores_TENT_peaks_eval_stats_filtered.csv,TENT,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
TOTAL,88.43318481445313,88.43318481445313,88.43318481445313,1,5,0,1,5,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/TENT/all_scores_TENT_peaks_eval_stats_filtered.csv,TENT,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
BAR,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BAR/all_scores_BAR_peaks_eval_stats_filtered.csv,BAR,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
TOTAL,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BAR/all_scores_BAR_peaks_eval_stats_filtered.csv,BAR,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
BAR,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,16
BRING,90.47689361572266,88.82266616821289,87.16843872070312,2,2,0,2,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,16
BURN,90.33989715576172,88.35128364562989,87.15987701416016,4,2,0,4,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,16
COME,87.27635345458984,87.27635345458984,87.27635345458984,1,20,0,1,20,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,16
ENEMY,90.00057678222656,89.65954971313477,89.31852264404297,2,2,0,2,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,16
FAMILY,99.70138092041016,92.53169123331706,86.5122055053711,6,14,3,3,11,0.5,0.2143,0.3,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,16
GOD,88.75176391601562,88.75176391601562,88.75176391601562,1,0,0,1,0,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,16
HIDE,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,16
ISRAEL,86.96869201660157,86.96869201660157,86.96869201660157,1,27,1,0,26,1.0,0.037,0.0714,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,16
MAN,93.70851593017578,93.70851593017578,93.70851593017578,1,11,1,0,10,1.0,0.0909,0.1667,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,16
PEOPLE,95.6564483642578,92.0205535888672,87.08899688720703,4,19,4,0,15,1.0,0.2105,0.3478,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,16
SELECT,,,,0,1,0,0,1,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,16
SILVER,89.98451690673828,88.2284164428711,86.47231597900391,2,6,0,2,6,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,16
SON,90.86607208251954,90.86607208251954,90.86607208251954,1,4,0,1,4,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,16
TENT,88.43318481445313,87.8782943725586,87.32340393066406,2,5,0,2,5,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,16
TROUBLE,,,,0,4,0,0,4,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,16
TOTAL,99.70138092041016,89.58865438037448,86.47231597900391,27,121,9,18,112,0.3333,0.0744,0.1216,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,16
SILVER,89.98451690673828,89.98451690673828,89.98451690673828,1,6,0,1,6,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/SILVER/all_scores_SILVER_peaks_eval_stats_filtered.csv,SILVER,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
