query_label,max_peak,mean_peak,min_peak,predictions_count,ground_truth_count,true_positives,false_positives,false_negatives,precision,recall,f1,path,parent_name,grandparent_name,grandparent_path,English,Flipped,samples_per_gloss,windowsize_ms,step_ms,cbt,prominence,heightmult,gloss_label_count
TOTAL,,,,0,11,0,0,11,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/MAN/all_scores_MAN_peaks_eval_stats_filtered.csv,MAN,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,0,500,100,33,1.0,1.2,1
COME,,,,0,20,0,0,20,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/COME/all_scores_COME_peaks_eval_stats_filtered.csv,COME,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,0,500,100,33,1.0,1.2,1
TOTAL,,,,0,20,0,0,20,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/COME/all_scores_COME_peaks_eval_stats_filtered.csv,COME,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,0,500,100,33,1.0,1.2,1
TENT,,,,0,5,0,0,5,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/TENT/all_scores_TENT_peaks_eval_stats_filtered.csv,TENT,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,0,500,100,33,1.0,1.2,1
TOTAL,,,,0,5,0,0,5,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/TENT/all_scores_TENT_peaks_eval_stats_filtered.csv,TENT,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,0,500,100,33,1.0,1.2,1
BAR,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/BAR/all_scores_BAR_peaks_eval_stats_filtered.csv,BAR,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,0,500,100,33,1.0,1.2,1
TOTAL,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/BAR/all_scores_BAR_peaks_eval_stats_filtered.csv,BAR,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,0,500,100,33,1.0,1.2,1
SILVER,,,,0,6,0,0,6,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/SILVER/all_scores_SILVER_peaks_eval_stats_filtered.csv,SILVER,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,0,500,100,33,1.0,1.2,1
TOTAL,,,,0,6,0,0,6,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/SILVER/all_scores_SILVER_peaks_eval_stats_filtered.csv,SILVER,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,0,500,100,33,1.0,1.2,1
SON,,,,0,4,0,0,4,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/SON/all_scores_SON_peaks_eval_stats_filtered.csv,SON,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,0,500,100,33,1.0,1.2,1
TOTAL,,,,0,4,0,0,4,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/SON/all_scores_SON_peaks_eval_stats_filtered.csv,SON,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,0,500,100,33,1.0,1.2,1
PEOPLE,,,,0,19,0,0,19,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/PEOPLE/all_scores_PEOPLE_peaks_eval_stats_filtered.csv,PEOPLE,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,0,500,100,33,1.0,1.2,1
TOTAL,,,,0,19,0,0,19,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/PEOPLE/all_scores_PEOPLE_peaks_eval_stats_filtered.csv,PEOPLE,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,0,500,100,33,1.0,1.2,1
HIDE,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/HIDE/all_scores_HIDE_peaks_eval_stats_filtered.csv,HIDE,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,0,500,100,33,1.0,1.2,1
TOTAL,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/HIDE/all_scores_HIDE_peaks_eval_stats_filtered.csv,HIDE,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,0,500,100,33,1.0,1.2,1
SELECT,,,,0,1,0,0,1,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/SELECT/all_scores_SELECT_peaks_eval_stats_filtered.csv,SELECT,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,0,500,100,33,1.0,1.2,1
TOTAL,,,,0,1,0,0,1,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/SELECT/all_scores_SELECT_peaks_eval_stats_filtered.csv,SELECT,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,0,500,100,33,1.0,1.2,1
BURN,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/BURN/all_scores_BURN_peaks_eval_stats_filtered.csv,BURN,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,0,500,100,33,1.0,1.2,1
TOTAL,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/BURN/all_scores_BURN_peaks_eval_stats_filtered.csv,BURN,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,0,500,100,33,1.0,1.2,1
TROUBLE,,,,0,4,0,0,4,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.3/TROUBLE/all_scores_TROUBLE_peaks_eval_stats_filtered.csv,TROUBLE,prominence_1.0_heightmult_1.3,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.3,True,False,0,500,100,33,1.0,1.3,1
TOTAL,,,,0,4,0,0,4,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.3/TROUBLE/all_scores_TROUBLE_peaks_eval_stats_filtered.csv,TROUBLE,prominence_1.0_heightmult_1.3,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.3,True,False,0,500,100,33,1.0,1.3,1
ISRAEL,,,,0,27,0,0,27,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.3/ISRAEL/all_scores_ISRAEL_peaks_eval_stats_filtered.csv,ISRAEL,prominence_1.0_heightmult_1.3,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.3,True,False,0,500,100,33,1.0,1.3,1
TOTAL,,,,0,27,0,0,27,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.3/ISRAEL/all_scores_ISRAEL_peaks_eval_stats_filtered.csv,ISRAEL,prominence_1.0_heightmult_1.3,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.3,True,False,0,500,100,33,1.0,1.3,1
FAMILY,,,,0,14,0,0,14,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.3/FAMILY/all_scores_FAMILY_peaks_eval_stats_filtered.csv,FAMILY,prominence_1.0_heightmult_1.3,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.3,True,False,0,500,100,33,1.0,1.3,1
TOTAL,,,,0,14,0,0,14,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.3/FAMILY/all_scores_FAMILY_peaks_eval_stats_filtered.csv,FAMILY,prominence_1.0_heightmult_1.3,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.3,True,False,0,500,100,33,1.0,1.3,1
ENEMY,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.3/ENEMY/all_scores_ENEMY_peaks_eval_stats_filtered.csv,ENEMY,prominence_1.0_heightmult_1.3,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.3,True,False,0,500,100,33,1.0,1.3,1
TOTAL,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.3/ENEMY/all_scores_ENEMY_peaks_eval_stats_filtered.csv,ENEMY,prominence_1.0_heightmult_1.3,results/asl_finetune_checkpoint_best/samplespergloss_0/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.3,True,False,0,500,100,33,1.0,1.3,1
